term,tf,idf,tf_idf
maaf,1,5.155697176605634,5.155697176605634
rugi,1,6.842096130175863,6.842096130175863
ok,1,3.1457446612232256,3.1457446612232256
susah,1,2.5326401883368166,2.5326401883368166
sekian,1,7.439933130931483,7.439933130931483
lupa,1,3.864018791860593,3.864018791860593
besok,1,6.372092500930127,6.372092500930127
kontrol,1,4.737961975905655,4.737961975905655
umur,1,7.352921753941853,7.352921753941853
tahun,1,5.710694018684762,5.710694018684762
periksa,1,4.985798139810236,4.985798139810236
jantung,1,7.640603826393634,7.640603826393634
tunggu,1,4.399749094806658,4.399749094806658
bantu,1,1.8754127236087899,1.8754127236087899
ubah,1,3.9243253980915838,3.9243253980915838
mudahterimakasih,1,9.837828403729853,9.837828403729853
diagnosa,1,8.739216115061744,8.739216115061744
jantung,1,7.640603826393634,7.640603826393634
tebus,1,9.144681223169908,9.144681223169908
komplit,1,7.758386862050018,7.758386862050018
apotik,2,8.451534042609962,16.903068085219925
ngudi,1,9.837828403729853,9.837828403729853
waluyo,1,9.837828403729853,9.837828403729853
wlingi,1,9.837828403729853,9.837828403729853
menghbngi,1,9.837828403729853,9.837828403729853
tntang,1,9.144681223169908,9.144681223169908
pmberitahuan,1,9.837828403729853,9.837828403729853
beli,1,6.618952578861653,6.618952578861653
tersbt,1,9.837828403729853,9.837828403729853
shrga,1,9.837828403729853,9.837828403729853
ribu,1,6.618952578861653,6.618952578861653
kapsul,1,9.837828403729853,9.837828403729853
emplek,1,9.837828403729853,9.837828403729853
minum,1,8.046068934501799,8.046068934501799
bantu,1,1.8754127236087899,1.8754127236087899
kesembhan,1,9.837828403729853,9.837828403729853
muas,1,4.539511037181817,4.539511037181817
mudah,1,1.9811216106340133,1.9811216106340133
mantap,1,2.6426410835511454,2.6426410835511454
susah,1,2.5326401883368166,2.5326401883368166
bank,1,6.50562389355465,6.50562389355465
bagus,1,2.038895093688637,2.038895093688637
susah,1,2.5326401883368166,2.5326401883368166
henfon,1,9.837828403729853,9.837828403729853
mudah,1,1.9811216106340133,1.9811216106340133
mantap,1,2.6426410835511454,2.6426410835511454
mudah,1,1.9811216106340133,1.9811216106340133
digunakansangat,1,9.837828403729853,9.837828403729853
bantu,1,1.8754127236087899,1.8754127236087899
bantu,1,1.8754127236087899,1.8754127236087899
ribet,1,3.183675883546635,3.183675883546635
efisien,1,5.618320698553747,5.618320698553747
wkwkwkkw,1,9.837828403729853,9.837828403729853
najis,1,7.352921753941853,7.352921753941853
bantu,1,1.8754127236087899,1.8754127236087899
mantap,1,2.6426410835511454,2.6426410835511454
bantu,1,1.8754127236087899,1.8754127236087899
manfaat,1,3.9913896286721293,3.9913896286721293
ok,1,3.1457446612232256,3.1457446612232256
lagngeframe,1,9.837828403729853,9.837828403729853
lo,1,7.198771074114595,7.198771074114595
nyatolong,1,8.739216115061744,8.739216115061744
server,1,5.119329532434759,5.119329532434759
inikapan,1,9.837828403729853,9.837828403729853
moga,1,4.101256106250662,4.101256106250662
trobel,1,7.352921753941853,7.352921753941853
ulng,1,9.144681223169908,9.144681223169908
tau,1,5.0095146664275525,5.0095146664275525
gimana,1,5.794777135895304,5.794777135895304
manfaat,1,3.9913896286721293,3.9913896286721293
rubah,1,5.174389309617787,5.174389309617787
hapus,1,5.203099415500218,5.203099415500218
isi,1,4.731882929829273,4.731882929829273
ok,1,3.1457446612232256,3.1457446612232256
mudah,1,1.9811216106340133,1.9811216106340133
bantu,1,1.8754127236087899,1.8754127236087899
terimakasih,1,3.5370426090666096,3.5370426090666096
bagus,1,2.038895093688637,2.038895093688637
dasar,1,6.659774573381908,6.659774573381908
lumayan,1,5.455801769055972,5.455801769055972
bagus,1,2.038895093688637,2.038895093688637
kadang,1,5.092896275366604,5.092896275366604
bug,1,5.18386805357233,5.18386805357233
tingkat,1,4.549561373035319,4.549561373035319
mudah,1,1.9811216106340133,1.9811216106340133
cari,1,5.830495218497383,5.830495218497383
klik,1,5.155697176605634,5.155697176605634
sulit,2,3.1746957077390507,6.3493914154781015
periksa,1,4.985798139810236,4.985798139810236
wajib,1,5.925805398301708,5.925805398301708
bisabisa,1,7.439933130931483,7.439933130931483
mudah,1,1.9811216106340133,1.9811216106340133
mantap,1,2.6426410835511454,2.6426410835511454
tau,1,5.0095146664275525,5.0095146664275525
batal,3,6.436631022067698,19.309893066203095
antri,4,3.258577191719753,13.034308766879011
periksa,2,4.985798139810236,9.971596279620472
libur,1,8.739216115061744,8.739216115061744
lanjur,1,8.739216115061744,8.739216115061744
cepat,1,3.292478743395434,3.292478743395434
layan,1,2.838405936221893,2.838405936221893
ayah,1,7.758386862050018,7.758386862050018
bisapkai,1,9.837828403729853,9.837828403729853
lupa,1,3.864018791860593,3.864018791860593
verevikasi,1,9.837828403729853,9.837828403729853
bantu,1,1.8754127236087899,1.8754127236087899
alhamdulillah,1,4.340660178436652,4.340660178436652
bantu,1,1.8754127236087899,1.8754127236087899
mudah,1,1.9811216106340133,1.9811216106340133
urus,1,4.847395816951118,4.847395816951118
rujuk,1,4.633821716653058,4.633821716653058
ok,1,3.1457446612232256,3.1457446612232256
bagus,1,2.038895093688637,2.038895093688637
habis,1,4.696164847227194,4.696164847227194
lagisulit,1,9.837828403729853,9.837828403729853
lupa,1,3.864018791860593,3.864018791860593
ok,1,3.1457446612232256,3.1457446612232256
gilir,1,4.509952234940273,4.509952234940273
susah,1,2.5326401883368166,2.5326401883368166
cepat,1,3.292478743395434,3.292478743395434
responnya,1,7.272879046268317,7.272879046268317
mudah,1,1.9811216106340133,1.9811216106340133
bagus,1,2.038895093688637,2.038895093688637
sulit,1,3.1746957077390507,3.1746957077390507
lupa,1,3.864018791860593,3.864018791860593
telepon,1,5.507095063443523,5.507095063443523
mudah,1,1.9811216106340133,1.9811216106340133
akses,1,4.161074601461572,4.161074601461572
mudah,1,1.9811216106340133,1.9811216106340133
bagus,1,2.038895093688637,2.038895093688637
lupa,1,3.864018791860593,3.864018791860593
otpnya,1,6.50562389355465,6.50562389355465
susah,1,2.5326401883368166,2.5326401883368166
yatolong,1,9.144681223169908,9.144681223169908
bantu,1,1.8754127236087899,1.8754127236087899
terimakasih,1,3.5370426090666096,3.5370426090666096
moga,1,4.101256106250662,4.101256106250662
bantu,1,1.8754127236087899,1.8754127236087899
rumit,1,6.372092500930127,6.372092500930127
akses,1,4.161074601461572,4.161074601461572
sulit,1,3.1746957077390507,3.1746957077390507
otpnya,1,6.50562389355465,6.50562389355465
lupa,1,3.864018791860593,3.864018791860593
sayang,1,6.174266757600208,6.174266757600208
stabil,1,6.541991537725525,6.541991537725525
alhamdulillah,1,4.340660178436652,4.340660178436652
mudah,1,1.9811216106340133,1.9811216106340133
bantu,1,1.8754127236087899,1.8754127236087899
bantu,1,1.8754127236087899,1.8754127236087899
alas,1,5.443379249057415,5.443379249057415
salah,1,3.5897855292214245,3.5897855292214245
mulu,1,4.0916252131897,4.0916252131897
wifi,1,5.174389309617787,5.174389309617787
bagus,1,2.038895093688637,2.038895093688637
lho,1,7.004615059673638,7.004615059673638
kasar,1,8.739216115061744,8.739216115061744
ribet,1,3.183675883546635,3.183675883546635
mantap,1,2.6426410835511454,2.6426410835511454
mantap,1,2.6426410835511454,2.6426410835511454
mudah,1,1.9811216106340133,1.9811216106340133
keren,1,4.5803330317020725,4.5803330317020725
mudah,1,1.9811216106340133,1.9811216106340133
mantap,1,2.6426410835511454,2.6426410835511454
layan,1,2.838405936221893,2.838405936221893
cepat,1,3.292478743395434,3.292478743395434
susah,2,2.5326401883368166,5.065280376673633
pencet,1,6.372092500930127,6.372092500930127
tunggu,1,4.399749094806658,4.399749094806658
detik,1,6.702334187800704,6.702334187800704
bantu,1,1.8754127236087899,1.8754127236087899
bagus,1,2.038895093688637,2.038895093688637
bantu,1,1.8754127236087899,1.8754127236087899
doang,1,5.222707886888594,5.222707886888594
maintenance,1,6.579731865708371,6.579731865708371
bagus,1,2.038895093688637,2.038895093688637
eror,1,3.273972877197726,3.273972877197726
muter,1,4.847395816951118,4.847395816951118
mulu,1,4.0916252131897,4.0916252131897
ribet,1,3.183675883546635,3.183675883546635
username,1,7.640603826393634,7.640603826393634
wajib,1,5.925805398301708,5.925805398301708
auto,1,5.760290959824134,5.760290959824134
debit,1,6.148948949615917,6.148948949615917
bagus,1,2.038895093688637,2.038895093688637
ok,1,3.1457446612232256,3.1457446612232256
bagus,1,2.038895093688637,2.038895093688637
ok,1,3.1457446612232256,3.1457446612232256
daftarlog,1,9.837828403729853,9.837828403729853
benah,1,5.966627392821963,5.966627392821963
aman,1,5.12829820241752,5.12829820241752
signal,1,7.758386862050018,7.758386862050018
mantap,1,2.6426410835511454,2.6426410835511454
oke,1,3.9572954173291532,3.9572954173291532
mudah,1,1.9811216106340133,1.9811216106340133
karya,1,8.739216115061744,8.739216115061744
habis,1,4.696164847227194,4.696164847227194
anggar,1,6.28248034224044,6.28248034224044
jelek,1,4.453333340940765,4.453333340940765
susah,1,2.5326401883368166,2.5326401883368166
bank,1,6.50562389355465,6.50562389355465
sulit,1,3.1746957077390507,3.1746957077390507
mudah,1,1.9811216106340133,1.9811216106340133
bagus,1,2.038895093688637,2.038895093688637
ok,1,3.1457446612232256,3.1457446612232256
mantap,1,2.6426410835511454,2.6426410835511454
salah,1,3.5897855292214245,3.5897855292214245
ujung,1,6.100158785446485,6.100158785446485
isi,1,4.731882929829273,4.731882929829273
verif,1,6.341320842263373,6.341320842263373
bantu,1,1.8754127236087899,1.8754127236087899
habis,1,4.696164847227194,4.696164847227194
updatemalah,1,9.837828403729853,9.837828403729853
tombol,1,6.174266757600208,6.174266757600208
klik,1,5.155697176605634,5.155697176605634
bantu,1,1.8754127236087899,1.8754127236087899
sehat,1,3.597552558559084,3.597552558559084
kuat,1,6.9474566458336895,6.9474566458336895
mudah,1,1.9811216106340133,1.9811216106340133
simpel,1,6.254309465273744,6.254309465273744
mobil,1,6.076628288036291,6.076628288036291
puas,1,4.633821716653058,4.633821716653058
cepat,1,3.292478743395434,3.292478743395434
responnya,1,7.272879046268317,7.272879046268317
terimakasih,1,3.5370426090666096,3.5370426090666096
hik,3,9.837828403729853,29.51348521118956
sedih,1,7.758386862050018,7.758386862050018
karn,1,9.144681223169908,9.144681223169908
samsung,1,8.451534042609962,8.451534042609962
jadulappx,1,9.837828403729853,9.837828403729853
updatetapi,1,9.837828403729853,9.837828403729853
updatex,1,9.837828403729853,9.837828403729853
compatibel,1,9.837828403729853,9.837828403729853
hpxterus,1,9.837828403729853,9.837828403729853
susah,1,2.5326401883368166,2.5326401883368166
manfaat,1,3.9913896286721293,3.9913896286721293
antre,1,4.644871552839644,4.644871552839644
buruk,2,4.430656632269735,8.86131326453947
layan,1,2.838405936221893,2.838405936221893
sesuai,1,4.622892646120868,4.622892646120868
mudah,1,1.9811216106340133,1.9811216106340133
sulit,1,3.1746957077390507,3.1746957077390507
sangatsangat,1,8.046068934501799,8.046068934501799
bagus,1,2.038895093688637,2.038895093688637
mudah,1,1.9811216106340133,1.9811216106340133
erti,1,5.407011604886541,5.407011604886541
proses,1,4.2138108975425155,4.2138108975425155
mudah,1,1.9811216106340133,1.9811216106340133
cepat,1,3.292478743395434,3.292478743395434
respon,1,5.326968897213003,5.326968897213003
bagus,1,2.038895093688637,2.038895093688637
terimakasih,1,3.5370426090666096,3.5370426090666096
bantu,1,1.8754127236087899,1.8754127236087899
gagal,1,3.8119624299045394,3.8119624299045394
tuh,2,5.987680802019796,11.975361604039591
gimana,1,5.794777135895304,5.794777135895304
gilir,1,4.509952234940273,4.509952234940273
gabisa,1,6.7933059660064306,6.7933059660064306
ampun,1,4.932553625291424,4.932553625291424
tekeluar,2,9.144681223169908,18.289362446339815
sendirimana,1,9.837828403729853,9.837828403729853
rame,1,9.144681223169908,9.144681223169908
sakitpas,1,9.837828403729853,9.837828403729853
gunain,1,7.640603826393634,7.640603826393634
sendiripas,1,9.144681223169908,9.144681223169908
pencet,1,6.372092500930127,6.372092500930127
bagus,1,2.038895093688637,2.038895093688637
mantap,1,2.6426410835511454,2.6426410835511454
mudah,2,1.9811216106340133,3.9622432212680265
akses,1,4.161074601461572,4.161074601461572
mantap,1,2.6426410835511454,2.6426410835511454
satset,1,8.046068934501799,8.046068934501799
mudah,1,1.9811216106340133,1.9811216106340133
woii,1,9.837828403729853,9.837828403729853
salah,1,3.5897855292214245,3.5897855292214245
alas,1,5.443379249057415,5.443379249057415
mesti,1,6.124256337025546,6.124256337025546
biar,1,4.82054856691493,4.82054856691493
pilih,1,4.993641317271263,4.993641317271263
lupa,1,3.864018791860593,3.864018791860593
pin,1,5.886584685148426,5.886584685148426
aduh,1,6.702334187800704,6.702334187800704
tolol,1,5.383481107476346,5.383481107476346
gua,1,6.254309465273744,6.254309465273744
sgala,1,8.451534042609962,8.451534042609962
ganggu,1,4.696164847227194,4.696164847227194
down,1,6.436631022067698,6.436631022067698
jelek,1,4.453333340940765,4.453333340940765
eror,1,3.273972877197726,3.273972877197726
dibenerin,1,7.004615059673638,7.004615059673638
ubah,1,3.9243253980915838,3.9243253980915838
antre,4,4.644871552839644,18.579486211358574
kasih,1,3.776371484801837,3.776371484801837
notifikasi,1,6.579731865708371,6.579731865708371
periksa,2,4.985798139810236,9.971596279620472
batal,1,6.436631022067698,6.436631022067698
kocak,1,5.603721899132594,5.603721899132594
susah,1,2.5326401883368166,2.5326401883368166
ampun,1,4.932553625291424,4.932553625291424
salah,2,3.5897855292214245,7.179571058442849
keti,1,9.837828403729853,9.837828403729853
nikpaswordcacha,1,9.837828403729853,9.837828403729853
akunsudah,1,9.837828403729853,9.837828403729853
lupa,1,3.864018791860593,3.864018791860593
benarsudah,1,9.837828403729853,9.837828403729853
keren,1,4.5803330317020725,4.5803330317020725
copot,2,9.837828403729853,19.675656807459706
pasang,2,7.535243310735808,15.070486621471616
aplikasimau,1,9.837828403729853,9.837828403729853
mudah,1,1.9811216106340133,1.9811216106340133
ribet,1,3.183675883546635,3.183675883546635
mantap,1,2.6426410835511454,2.6426410835511454
bantu,1,1.8754127236087899,1.8754127236087899
tunggu,1,4.399749094806658,4.399749094806658
putar,1,7.758386862050018,7.758386862050018
tolol,1,5.383481107476346,5.383481107476346
verivikasi,1,5.777385393183434,5.777385393183434
muka,1,5.925805398301708,5.925805398301708
ngulang,1,6.579731865708371,6.579731865708371
lupa,1,3.864018791860593,3.864018791860593
word,1,9.144681223169908,9.144681223169908
gilir,1,4.509952234940273,4.509952234940273
vreif,1,9.837828403729853,9.837828403729853
kacau,1,6.470532573743379,6.470532573743379
susah,1,2.5326401883368166,2.5326401883368166
wajah,1,4.167947480749334,4.167947480749334
buruk,1,4.430656632269735,4.430656632269735
aduh,1,6.702334187800704,6.702334187800704
rubah,1,5.174389309617787,5.174389309617787
gilir,1,4.509952234940273,4.509952234940273
lupa,1,3.864018791860593,3.864018791860593
bantu,1,1.8754127236087899,1.8754127236087899
mudah,1,1.9811216106340133,1.9811216106340133
akses,1,4.161074601461572,4.161074601461572
layan,1,2.838405936221893,2.838405936221893
sehat,1,3.597552558559084,3.597552558559084
layan,1,2.838405936221893,2.838405936221893
tingkat,1,4.549561373035319,4.549561373035319
systemnya,1,8.739216115061744,8.739216115061744
bantu,1,1.8754127236087899,1.8754127236087899
tunggu,1,4.399749094806658,4.399749094806658
pin,1,5.886584685148426,5.886584685148426
hidup,1,6.372092500930127,6.372092500930127
great,1,7.758386862050018,7.758386862050018
bantu,1,1.8754127236087899,1.8754127236087899
pergi,1,7.272879046268317,7.272879046268317
ubah,1,3.9243253980915838,3.9243253980915838
ok,1,3.1457446612232256,3.1457446612232256
ok,1,3.1457446612232256,3.1457446612232256
burik,1,6.893389424563414,6.893389424563414
eror,3,3.273972877197726,9.821918631593178
tunggu,2,4.399749094806658,8.799498189613317
menit,1,6.7933059660064306,6.7933059660064306
nama,1,5.3160398266808135,5.3160398266808135
salah,1,3.5897855292214245,3.5897855292214245
bagus,1,2.038895093688637,2.038895093688637
tau,1,5.0095146664275525,5.0095146664275525
krim,1,7.891918254674541,7.891918254674541
asa,1,6.618952578861653,6.618952578861653
kemarin,1,5.481119577040262,5.481119577040262
autodebit,1,5.966627392821963,5.966627392821963
delay,1,7.640603826393634,7.640603826393634
lelet,1,5.663441133834216,5.663441133834216
antri,1,3.258577191719753,3.258577191719753
suka,1,4.5803330317020725,4.5803330317020725
eror,1,3.273972877197726,3.273972877197726
kartu,1,4.978015999368181,4.978015999368181
susah,1,2.5326401883368166,2.5326401883368166
baharu,1,5.987680802019796,5.987680802019796
susah,1,2.5326401883368166,2.5326401883368166
bisabisa,1,7.439933130931483,7.439933130931483
bilang,1,4.8271931096335985,4.8271931096335985
induk,1,7.640603826393634,7.640603826393634
salah,1,3.5897855292214245,3.5897855292214245
mudah,1,1.9811216106340133,1.9811216106340133
tau,1,5.0095146664275525,5.0095146664275525
gitumah,1,9.837828403729853,9.837828403729853
perbaharuiiiiiiiijj,1,9.837828403729853,9.837828403729853
mudah,1,1.9811216106340133,1.9811216106340133
urus,1,4.847395816951118,4.847395816951118
sat,1,7.272879046268317,7.272879046268317
set,1,7.352921753941853,7.352921753941853
bantu,1,1.8754127236087899,1.8754127236087899
bagus,1,2.038895093688637,2.038895093688637
tingkat,1,4.549561373035319,4.549561373035319
akurat,1,6.3114678791136924,6.3114678791136924
min,1,5.3160398266808135,5.3160398266808135
suka,1,4.5803330317020725,4.5803330317020725
eror,1,3.273972877197726,3.273972877197726
mantap,1,2.6426410835511454,2.6426410835511454
masak,1,5.906002771005528,5.906002771005528
kritik,1,8.451534042609962,8.451534042609962
kocak,1,5.603721899132594,5.603721899132594
mantap,1,2.6426410835511454,2.6426410835511454
habis,1,4.696164847227194,4.696164847227194
ktp,1,5.37192028507527,5.37192028507527
situ,1,6.7933059660064306,6.7933059660064306
salah,1,3.5897855292214245,3.5897855292214245
gilir,1,4.509952234940273,4.509952234940273
status,1,6.174266757600208,6.174266757600208
sumpah,1,6.341320842263373,6.341320842263373
niat,1,5.203099415500218,5.203099415500218
ngemudahin,1,9.837828403729853,9.837828403729853
ribet,1,3.183675883546635,3.183675883546635
efisien,1,5.618320698553747,5.618320698553747
bad,1,8.228390491295754,8.228390491295754
bilang,1,4.8271931096335985,4.8271931096335985
salah,1,3.5897855292214245,3.5897855292214245
puluh,1,7.439933130931483,7.439933130931483
benerin,1,5.561162284713799,5.561162284713799
plis,1,7.004615059673638,7.004615059673638
terapin,1,9.837828403729853,9.837828403729853
kasihan,1,5.8488443571655795,5.8488443571655795
tua,1,5.033807358996597,5.033807358996597
parah,1,4.7502320684974695,4.7502320684974695
gelut,1,9.837828403729853,9.837828403729853
jelek,1,4.453333340940765,4.453333340940765
bagus,1,2.038895093688637,2.038895093688637
bantu,1,1.8754127236087899,1.8754127236087899
kompetibel,1,9.144681223169908,9.144681223169908
oppo,1,9.144681223169908,9.144681223169908
akenapa,1,9.837828403729853,9.837828403729853
maksa,1,7.439933130931483,7.439933130931483
beli,1,6.618952578861653,6.618952578861653
bantu,1,1.8754127236087899,1.8754127236087899
lupa,1,3.864018791860593,3.864018791860593
ribet,1,3.183675883546635,3.183675883546635
benerin,1,5.561162284713799,5.561162284713799
bagus,1,2.038895093688637,2.038895093688637
pin,1,5.886584685148426,5.886584685148426
cepat,1,3.292478743395434,3.292478743395434
kadang,1,5.092896275366604,5.092896275366604
maintenance,1,6.579731865708371,6.579731865708371
muat,1,8.451534042609962,8.451534042609962
untung,1,7.198771074114595,7.198771074114595
nice,1,5.8488443571655795,5.8488443571655795
bantu,1,1.8754127236087899,1.8754127236087899
mudah,1,1.9811216106340133,1.9811216106340133
simple,1,5.812476712994704,5.812476712994704
jos,1,5.5751485266885386,5.5751485266885386
wajah,1,4.167947480749334,4.167947480749334
sulit,1,3.1746957077390507,3.1746957077390507
proses,1,4.2138108975425155,4.2138108975425155
sesuai,1,4.622892646120868,4.622892646120868
adu,1,6.148948949615917,6.148948949615917
webemailwa,1,9.837828403729853,9.837828403729853
tanggal,1,5.407011604886541,5.407011604886541
kontrol,1,4.737961975905655,4.737961975905655
mudah,1,1.9811216106340133,1.9811216106340133
mantap,1,2.6426410835511454,2.6426410835511454
oke,1,3.9572954173291532,3.9572954173291532
bagus,1,2.038895093688637,2.038895093688637
layan,2,2.838405936221893,5.676811872443786
tulis,1,4.939988603778943,4.939988603778943
bagus,1,2.038895093688637,2.038895093688637
mantap,1,2.6426410835511454,2.6426410835511454
tau,1,5.0095146664275525,5.0095146664275525
rubah,1,5.174389309617787,5.174389309617787
butuh,1,4.639331372464028,4.639331372464028
mudah,1,1.9811216106340133,1.9811216106340133
terimakasih,1,3.5370426090666096,3.5370426090666096
sempurna,1,7.004615059673638,7.004615059673638
kartu,2,4.978015999368181,9.956031998736362
tera,1,6.7933059660064306,6.7933059660064306
sesuai,1,4.622892646120868,4.622892646120868
masak,1,5.906002771005528,5.906002771005528
oecah,1,9.837828403729853,9.837828403729853
suami,2,7.065239681490072,14.130479362980145
nama,1,5.3160398266808135,5.3160398266808135
akses,1,4.161074601461572,4.161074601461572
sulit,1,3.1746957077390507,3.1746957077390507
eror,1,3.273972877197726,3.273972877197726
mudah,1,1.9811216106340133,1.9811216106340133
rekomend,1,9.837828403729853,9.837828403729853
layan,1,2.838405936221893,2.838405936221893
cepat,1,3.292478743395434,3.292478743395434
muas,1,4.539511037181817,4.539511037181817
mudah,1,1.9811216106340133,1.9811216106340133
erti,1,5.407011604886541,5.407011604886541
bukablm,1,9.837828403729853,9.837828403729853
bantu,1,1.8754127236087899,1.8754127236087899
mudah,1,1.9811216106340133,1.9811216106340133
akses,1,4.161074601461572,4.161074601461572
ok,1,3.1457446612232256,3.1457446612232256
mulu,2,4.0916252131897,8.1832504263794
tau,1,5.0095146664275525,5.0095146664275525
cek,1,4.9474792755081,4.9474792755081
kandung,1,8.739216115061744,8.739216115061744
moga,1,4.101256106250662,4.101256106250662
sehat,1,3.597552558559084,3.597552558559084
lancar,1,4.564828845166107,4.564828845166107
simpel,1,6.254309465273744,6.254309465273744
jelek,1,4.453333340940765,4.453333340940765
kolom,1,7.535243310735808,7.535243310735808
muter,1,4.847395816951118,4.847395816951118
rakyat,1,4.985798139810236,4.985798139810236
susah,1,2.5326401883368166,2.5326401883368166
mudah,1,1.9811216106340133,1.9811216106340133
akses,1,4.161074601461572,4.161074601461572
bantu,1,1.8754127236087899,1.8754127236087899
scan,1,6.254309465273744,6.254309465273744
wajah,1,4.167947480749334,4.167947480749334
mudah,1,1.9811216106340133,1.9811216106340133
bantu,1,1.8754127236087899,1.8754127236087899
ok,1,3.1457446612232256,3.1457446612232256
bantu,1,1.8754127236087899,1.8754127236087899
susah,1,2.5326401883368166,2.5326401883368166
ribet,1,3.183675883546635,3.183675883546635
kagak,1,5.455801769055972,5.455801769055972
kendala,1,5.174389309617787,5.174389309617787
maaf,1,5.155697176605634,5.155697176605634
menvervikasi,1,9.837828403729853,9.837828403729853
deteksi,1,6.893389424563414,6.893389424563414
wajah,1,4.167947480749334,4.167947480749334
gagal,1,3.8119624299045394,3.8119624299045394
bantu,1,1.8754127236087899,1.8754127236087899
mantap,1,2.6426410835511454,2.6426410835511454
mudah,1,1.9811216106340133,1.9811216106340133
bagus,1,2.038895093688637,2.038895093688637
bantu,1,1.8754127236087899,1.8754127236087899
maaf,1,5.155697176605634,5.155697176605634
bpi,1,9.144681223169908,9.144681223169908
lahir,1,6.579731865708371,6.579731865708371
balas,1,7.1297782026276435,7.1297782026276435
arah,1,6.579731865708371,6.579731865708371
jelek,1,4.453333340940765,4.453333340940765
surat,1,5.830495218497383,5.830495218497383
rujuk,1,4.633821716653058,4.633821716653058
bolak,1,5.812476712994704,5.812476712994704
uninstall,1,6.618952578861653,6.618952578861653
instal,1,6.541991537725525,6.541991537725525
antri,1,3.258577191719753,3.258577191719753
mantap,1,2.6426410835511454,2.6426410835511454
bantu,1,1.8754127236087899,1.8754127236087899
bagus,1,2.038895093688637,2.038895093688637
rubah,1,5.174389309617787,5.174389309617787
sulit,1,3.1746957077390507,3.1746957077390507
batas,1,5.987680802019796,5.987680802019796
kuliah,1,8.739216115061744,8.739216115061744
komunikasi,1,8.739216115061744,8.739216115061744
hrd,1,9.144681223169908,9.144681223169908
dll,1,5.867536490177732,5.867536490177732
ribet,1,3.183675883546635,3.183675883546635
tulis,1,4.939988603778943,4.939988603778943
salah,1,3.5897855292214245,3.5897855292214245
isi,1,4.731882929829273,4.731882929829273
catcha,1,8.451534042609962,8.451534042609962
kesel,1,6.28248034224044,6.28248034224044
suka,1,4.5803330317020725,4.5803330317020725
lupa,1,3.864018791860593,3.864018791860593
gilir,1,4.509952234940273,4.509952234940273
verivikasi,1,5.777385393183434,5.777385393183434
gen,1,7.891918254674541,7.891918254674541
tua,1,5.033807358996597,5.033807358996597
sodara,2,8.451534042609962,16.903068085219925
sepuh,3,8.046068934501799,24.138206803505398
antri,1,3.258577191719753,3.258577191719753
kuota,1,5.533763310525684,5.533763310525684
jaman,1,7.004615059673638,7.004615059673638
digital,1,6.372092500930127,6.372092500930127
masyaallah,1,8.046068934501799,8.046068934501799
manfaat,1,3.9913896286721293,3.9913896286721293
mudah,1,1.9811216106340133,1.9811216106340133
terima,1,4.101256106250662,4.101256106250662
kasih,1,3.776371484801837,3.776371484801837
bagus,1,2.038895093688637,2.038895093688637
ok,1,3.1457446612232256,3.1457446612232256
alam,1,7.198771074114595,7.198771074114595
buruk,1,4.430656632269735,4.430656632269735
ok,1,3.1457446612232256,3.1457446612232256
benci,1,8.046068934501799,8.046068934501799
gua,1,6.254309465273744,6.254309465273744
lokal,1,8.228390491295754,8.228390491295754
gin,1,7.758386862050018,7.758386862050018
lelet,1,5.663441133834216,5.663441133834216
anjircuma,1,9.837828403729853,9.837828403729853
tunggu,1,4.399749094806658,4.399749094806658
asa,1,6.618952578861653,6.618952578861653
minggu,1,5.305228910576598,5.305228910576598
anjmana,1,9.837828403729853,9.837828403729853
buglelet,1,9.837828403729853,9.837828403729853
simple,1,5.812476712994704,5.812476712994704
bagus,1,2.038895093688637,2.038895093688637
bantu,1,1.8754127236087899,1.8754127236087899
pusing,1,5.812476712994704,5.812476712994704
antre,1,4.644871552839644,4.644871552839644
eror,1,3.273972877197726,3.273972877197726
puas,1,4.633821716653058,4.633821716653058
mudah,1,1.9811216106340133,1.9811216106340133
gmailnya,1,9.837828403729853,9.837828403729853
susah,1,2.5326401883368166,2.5326401883368166
bantu,1,1.8754127236087899,1.8754127236087899
ubah,1,3.9243253980915838,3.9243253980915838
terimakasih,1,3.5370426090666096,3.5370426090666096
manfaat,1,3.9913896286721293,3.9913896286721293
ubah,1,3.9243253980915838,3.9243253980915838
kesan,1,8.228390491295754,8.228390491295754
integrasi,1,7.352921753941853,7.352921753941853
puskesmas,1,5.694693677338321,5.694693677338321
mudah,1,1.9811216106340133,1.9811216106340133
cepat,1,3.292478743395434,3.292478743395434
bagus,1,2.038895093688637,2.038895093688637
moga,1,4.101256106250662,4.101256106250662
mudah,1,1.9811216106340133,1.9811216106340133
layan,1,2.838405936221893,2.838405936221893
puas,1,4.633821716653058,4.633821716653058
layan,1,2.838405936221893,2.838405936221893
bagus,1,2.038895093688637,2.038895093688637
job,1,5.694693677338321,5.694693677338321
bantu,1,1.8754127236087899,1.8754127236087899
sengaja,1,6.50562389355465,6.50562389355465
mudah,1,1.9811216106340133,1.9811216106340133
saran,1,6.031165913959534,6.031165913959534
batas,2,5.987680802019796,11.975361604039591
android,2,6.618952578861653,13.237905157723306
alhasil,1,7.004615059673638,7.004615059673638
pinjammemakai,1,9.837828403729853,9.837828403729853
repot,1,5.050336660947807,5.050336660947807
bagus,1,2.038895093688637,2.038895093688637
keren,1,4.5803330317020725,4.5803330317020725
